CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1684847,16000074166,201674166,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 12:08:02 AM,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.36731,47.521027,"(47.521027, -122.36731)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 08:14:11 PM
1684842,16000074304,201674304,031,STRONG ARM ROBBERY,ROBBERY,ROBBERY,03/02/2016 12:07:32 AM,63XX BLOCK OF RAINIER AV S,S,S2,11102.2002,-122.27567,47.545788,"(47.545788, -122.27567)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,03/01/2016 11:01:57 PM
1684843,16000074258,201674258,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/02/2016 12:07:20 AM,101XX BLOCK OF FREMONT AV N,J,J1,1701.3011,-122.350044,47.702534,"(47.702534, -122.350044)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 11:07:28 PM
1684845,16000074238,201674238,161,TRESPASS,TRESPASS,TRESPASS,03/02/2016 12:05:55 AM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 09:12:52 PM
1684844,16000074251,201674251,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 12:03:45 AM,SPRING ST / 2 AV,K,K1,8100.2033,-122.335785,47.60587,"(47.60587, -122.335785)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 09:34:50 PM
1684846,16000074209,201674209,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,03/02/2016 12:01:54 AM,73XX BLOCK OF 35 AV NE,U,U3,3900.1004,-122.29045,47.68214,"(47.68214, -122.29045)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,03/01/2016 08:22:52 PM
1684840,16000074284,201674284,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 11:56:50 PM,12XX BLOCK OF 5 AV,M,M3,8200.1032,-122.33343,47.608337,"(47.608337, -122.33343)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 10:16:19 PM
1684839,16000074307,201674307,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 11:50:48 PM,PREFONTAINE PL S / YESLER WY,K,K3,8100.2045,-122.33027,47.601715,"(47.601715, -122.33027)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 11:02:13 PM
1684832,16000074234,201674234,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:45:41 PM,105XX BLOCK OF STONE AV N,N,N3,1300.2,-122.34202,47.705967,"(47.705967, -122.34202)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:30:06 PM
1684831,16000074267,201674267,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:43:59 PM,2XX BLOCK OF BLAINE ST,Q,Q2,6800.1025,-122.352585,47.63486,"(47.63486, -122.352585)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 10:12:16 PM
1684874,16000074327,201674327,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:41:18 PM,15 AV / E PINE ST,C,C1,7500.2008,-122.31277,47.615288,"(47.615288, -122.31277)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 11:35:51 PM
1684827,16000074263,201674263,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:40:16 PM,1XX BLOCK OF TAYLOR AV N,Q,Q3,7200.1074,-122.34631,47.619152,"(47.619152, -122.34631)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 09:50:48 PM
1685074,16000073916,201673916,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 11:18:07 PM,90XX BLOCK OF 25 AV SW,F,F2,11402.1015,-122.36454,47.52194,"(47.52194, -122.36454)",MISSING - ADULT,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 08:19:11 PM
1684821,16000074137,201674137,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:13:19 PM,100XX BLOCK OF INTERLAKE AV N,N,N3,1300.1014,-122.340614,47.702328,"(47.702328, -122.340614)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 09:08:24 PM
1684819,16000074255,201674255,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 11:01:08 PM,40XX BLOCK OF AURORA AV N,B,B3,5400.4007,-122.34733,47.656025,"(47.656025, -122.34733)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 09:39:07 PM
1684824,16000073486,201673486,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 11:00:47 PM,40XX BLOCK OF AURORA AV N,B,B3,5400.4007,-122.34733,47.656025,"(47.656025, -122.34733)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 09:21:13 PM
1684822,16000074082,201674082,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,03/01/2016 10:53:09 PM,13XX BLOCK OF 15 AV S,R,R1,9400.5001,-122.314224,47.591473,"(47.591473, -122.314224)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 08:27:49 PM
1684811,16000074097,201674097,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 10:49:37 PM,103XX BLOCK OF 12 AV NE,L,L2,1200.1016,-122.31506,47.70354,"(47.70354, -122.31506)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 08:59:37 PM
1684801,16000074271,201674271,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/01/2016 10:46:58 PM,16XX BLOCK OF BOYLSTON AV,E,E1,8400.1002,-122.323425,47.6158,"(47.6158, -122.323425)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:06:21 PM
1684802,16000074257,201674257,042,"HARASSMENT, THREATS - BY TELEPHONE, WRITING","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 10:44:41 PM,14XX BLOCK OF NW 46 ST,B,B1,4700.2051,-122.374855,47.662205,"(47.662205, -122.374855)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 09:51:35 PM
1686041,16000074128,201674128,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:44:07 PM,67XX BLOCK OF 20 AV NW,J,J2,3300.5012,-122.38213,47.678394,"(47.678394, -122.38213)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 08:29:30 PM
1684815,16000073963,201673963,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 10:29:17 PM,88XX BLOCK OF SEWARD PARK AV S,S,S2,11800.6014,-122.264595,47.52388,"(47.52388, -122.264595)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 09:31:40 PM
1684799,16000074278,201674278,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 10:27:35 PM,88XX BLOCK OF NESBIT AV N,N,N3,1800.2002,-122.343475,47.693275,"(47.693275, -122.343475)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/01/2016 10:20:55 PM
1684792,16000073939,201673939,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,03/01/2016 10:27:06 PM,103XX BLOCK OF MIDVALE AV N,N,N3,1300.2009,-122.343315,47.704144,"(47.704144, -122.343315)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,03/01/2016 08:42:29 PM
1684804,16000074226,201674226,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:26:38 PM,44XX BLOCK OF RAINIER AV S,R,R3,10100.2013,-122.28801,47.563457,"(47.563457, -122.28801)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 09:23:22 PM
1684805,16000074203,201674203,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:24:58 PM,48XX BLOCK OF DELRIDGE WY SW,F,F1,10800.3001,-122.36291,47.558372,"(47.558372, -122.36291)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:06:37 PM
1684803,16000074233,201674233,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/01/2016 10:23:51 PM,24XX BLOCK OF 2 AV,D,D1,8001.2007,-122.34742,47.615086,"(47.615086, -122.34742)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:06:58 PM
1684809,16000074126,201674126,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 10:21:24 PM,27XX BLOCK OF 60 AV SW,W,W1,9701.1005,-122.409355,47.578617,"(47.578617, -122.409355)",MISSING - ADULT,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 08:41:50 PM
1684785,16000074179,201674179,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,03/01/2016 10:11:24 PM,73XX BLOCK OF 35 AV NE,U,U3,3900.1004,-122.29045,47.68214,"(47.68214, -122.29045)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 08:19:26 PM
1684791,16000074100,201674100,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 10:11:09 PM,7XX BLOCK OF N 89 ST,N,N3,1800.3014,-122.348595,47.693474,"(47.693474, -122.348595)","TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)",TREES DOWN,TREES DOWN,03/01/2016 08:26:44 PM
1684788,16000073830,201673830,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 10:10:01 PM,107XX BLOCK OF PALATINE AV N,N,N1,1400.2005,-122.356804,47.707813,"(47.707813, -122.356804)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 08:19:26 PM
1684787,16000074135,201674135,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 09:59:59 PM,1 AV / BROAD ST,D,D1,8001.1003,-122.35251,47.616917,"(47.616917, -122.35251)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 09:08:14 PM
1684786,16000074167,201674167,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 09:54:46 PM,59XX BLOCK OF 31 AV SW,W,W2,10702.1011,-122.372314,47.54971,"(47.54971, -122.372314)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 08:28:02 PM
1689447,16000074149,201674149,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 09:46:00 PM,6XX BLOCK OF SUMMIT AV E,E,E1,7401.1003,-122.32532,47.624702,"(47.624702, -122.32532)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 07:40:13 PM
1684774,16000074173,201674173,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 09:45:12 PM,GREEN LAKE WY N / N 46 ST,B,B3,5000.1030,-122.34609,47.662125,"(47.662125, -122.34609)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 08:37:30 PM
1684778,16000074143,201674143,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 09:38:09 PM,54XX BLOCK OF 32 AV NW,B,B1,3200.4019,-122.398315,47.668083,"(47.668083, -122.398315)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 08:52:40 PM
1684775,16000074165,201674165,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 09:37:50 PM,17XX BLOCK OF SUMMIT AV,E,E1,7402.3007,-122.325554,47.61704,"(47.61704, -122.325554)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 07:35:31 PM
1684776,16000074160,201674160,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/01/2016 09:36:16 PM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615,47.708603,"(47.708603, -122.324615)",PURSE SNATCH - ROBBERY,ROBBERY,ROBBERY,03/01/2016 07:27:20 PM
1684759,16000074101,201674101,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 09:15:51 PM,44XX BLOCK OF S WARSAW ST,S,S2,11101.4023,-122.27675,47.543346,"(47.543346, -122.27675)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 07:44:35 PM
1684758,16000074125,201674125,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 09:15:04 PM,13XX BLOCK OF N 80 ST,J,J3,2700.4013,-122.34113,47.68693,"(47.68693, -122.34113)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/01/2016 07:00:27 PM
1684751,16000073987,201673987,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,03/01/2016 08:51:30 PM,110XX BLOCK OF PALATINE AV N,N,N1,1400.1014,-122.35682,47.70963,"(47.70963, -122.35682)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,03/01/2016 04:55:32 PM
1684743,16000073719,201673719,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 08:40:44 PM,60XX BLOCK OF 24 AV NW,B,B1,3200.2006,-122.38759,47.672737,"(47.672737, -122.38759)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,03/01/2016 04:13:31 PM
1684736,16000074107,201674107,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 08:36:09 PM,14XX BLOCK OF 25 AV,C,C3,7700.3016,-122.3001,47.613537,"(47.613537, -122.3001)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/01/2016 07:44:15 PM
1684738,16000073915,201673915,064,SHOPLIFT,THEFT,SHOPLIFTING,03/01/2016 08:32:37 PM,5XX BLOCK OF PINE ST,M,M2,8200.1003,-122.33593,47.611904,"(47.611904, -122.33593)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/01/2016 04:20:23 PM
1684730,16000073813,201673813,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 08:28:12 PM,90XX BLOCK OF 35 AV SW,W,W3,11500.2026,-122.37673,47.521965,"(47.521965, -122.37673)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:25:40 PM
1686890,16000073748,201673748,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 08:25:03 PM,48XX BLOCK OF S MAYFLOWER ST,R,R3,10200.4019,-122.271774,47.55411,"(47.55411, -122.271774)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 05:37:19 PM
1684728,16000073900,201673900,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 08:21:18 PM,E YESLER WY / M L KING JR WY,G,G2,8800.3015,-122.29677,47.601654,"(47.601654, -122.29677)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 05:09:28 PM
1684716,16000074109,201674109,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/01/2016 08:11:47 PM,71XX BLOCK OF 55 AV S,R,R3,11102.1016,-122.264595,47.537926,"(47.537926, -122.264595)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 07:21:39 PM
1684722,16000073767,201673767,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/01/2016 08:11:28 PM,53XX BLOCK OF 14 AV NW,B,B2,4700.2002,-122.37359,47.667526,"(47.667526, -122.37359)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/01/2016 02:38:59 PM
1684721,16000073836,201673836,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/01/2016 08:11:17 PM,3XX BLOCK OF NW 47 ST,B,B2,4800.4011,-122.3624,47.662918,"(47.662918, -122.3624)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/01/2016 04:50:31 PM
1684718,16000074030,201674030,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 08:11:03 PM,40XX BLOCK OF DENSMORE AV N,B,B3,5400.1001,-122.33744,47.65624,"(47.65624, -122.33744)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 06:22:11 PM
1684707,16000073904,201673904,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 08:08:19 PM,30 AV NE / NE 133 ST,L,L1,100.5002,-122.29638,47.724705,"(47.724705, -122.29638)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,03/01/2016 04:04:43 PM
1684706,16000073994,201673994,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/01/2016 08:06:26 PM,6 AV / OLIVE WY,M,M2,8200.1002,-122.33629,47.61313,"(47.61313, -122.33629)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,03/01/2016 04:55:30 PM
1684710,16000073746,201673746,062,BICYCLE THEFT,THEFT,BIKE,03/01/2016 08:05:05 PM,12XX BLOCK OF E MADISON ST,E,E2,7500.4013,-122.316124,47.61312,"(47.61312, -122.316124)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 02:15:08 PM
1684709,16000073778,201673778,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 08:02:17 PM,15 AV NW / NW 53 ST,B,B1,4700.2005,-122.37622,47.66716,"(47.66716, -122.37622)","MOTOR VEHICLE COLLISION, UNKNOWN INJURIES",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:02:18 PM
1684711,16000073682,201673682,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 08:00:45 PM,36XX BLOCK OF M L KING JR WY S,R,R2,10001.3000,-122.29694,47.571033,"(47.571033, -122.29694)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 01:51:41 PM
1684708,16000073837,201673837,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 08:00:35 PM,S ANDOVER ST / 38 AV S,R,R3,10100.5029,-122.28506,47.56792,"(47.56792, -122.28506)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 04:22:05 PM
1684705,16000074055,201674055,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 08:00:27 PM,30XX BLOCK OF S MYRTLE ST,S,S1,11002.1017,-122.293755,47.538914,"(47.538914, -122.293755)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 05:43:51 PM
1684699,16000073940,201673940,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 07:59:40 PM,125XX BLOCK OF 17 AV NE,L,L1,200.5004,-122.31088,47.721268,"(47.721268, -122.31088)","TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)",TREES DOWN,TREES DOWN,03/01/2016 05:23:19 PM
1684701,16000073820,201673820,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 07:56:52 PM,SW ADMIRAL WY / 62 AV SW,W,W1,9701.2002,-122.41205,47.575924,"(47.575924, -122.41205)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 03:44:41 PM
1684697,16000074084,201674084,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 07:55:06 PM,26XX BLOCK OF S MORGAN ST,S,S1,11002.3008,-122.29835,47.54453,"(47.54453, -122.29835)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/01/2016 06:11:41 PM
1684698,16000073973,201673973,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,03/01/2016 07:54:51 PM,38XX BLOCK OF 34 AV SW,W,W1,9900.1010,-122.37506,47.56897,"(47.56897, -122.37506)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 05:35:49 PM
1684700,16000073872,201673872,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 07:53:29 PM,40XX BLOCK OF 25 AV W,Q,Q1,5801.3000,-122.38872,47.657043,"(47.657043, -122.38872)",TRU - HARASSMENT,"THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 04:12:38 PM
1684702,16000073780,201673780,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 07:51:06 PM,1XX BLOCK OF NW 36 ST,B,B2,4800.3049,-122.35831,47.65311,"(47.65311, -122.35831)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:14:35 PM
1684690,16000073497,201673497,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 07:49:24 PM,102XX BLOCK OF GREENWOOD AV N,J,J1,1702.1002,-122.35543,47.703274,"(47.703274, -122.35543)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 02:44:30 PM
1684685,16000074027,201674027,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 07:47:19 PM,41 AV S / S OREGON ST,R,R3,10100.2007,-122.2817,47.562855,"(47.562855, -122.2817)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 05:49:37 PM
1684689,16000073541,201673541,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 07:47:07 PM,1XX BLOCK OF BROADWAY E,E,E1,7402.1010,-122.32086,47.619324,"(47.619324, -122.32086)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 11:32:49 AM
